,target,Categories,Nfreq,Vfreq,freq,NVratio,Vditrans,Vtrans,Vintrans,Nmorph,MorphStatus,rel_type
29687,pannikin,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
29698,transgressor,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
29707,rebuttal,['noun'],22,0,22,23.0,False,False,False,1,complex,norel
29708,minaret,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
29709,mermaid,['noun'],27,0,27,28.0,False,False,False,1,complex,norel
29712,anus,['noun'],38,0,38,39.0,False,False,False,1,monomorphemic,norel
29714,sharecropper,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
29719,osteopath,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
29728,bootee,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
29731,trencher,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
29732,gathering,['noun'],212,0,212,213.0,False,False,False,1,zero_derivation,norel
29738,hearer,['noun'],28,0,28,29.0,False,False,False,1,complex,norel
29739,comedian,['noun'],48,0,48,49.0,False,False,False,1,complex,norel
29746,dust-jacket,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
29748,drubbing,['noun'],2,0,2,3.0,False,False,False,1,zero_derivation,norel
29750,consortium,['noun'],78,0,78,79.0,False,False,False,0,obscure,norel
29751,sorehead,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
29755,roster,['noun'],24,0,24,25.0,False,False,False,0,may_include_a_root,norel
29767,hedgehog,['noun'],37,0,37,38.0,False,False,False,1,complex,norel
29772,cornea,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
29777,genealogist,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
29780,cornet,['noun'],12,0,12,13.0,False,False,False,1,monomorphemic,norel
29798,straggler,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
29799,operating-table,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
29808,harbinger,['noun'],17,0,17,18.0,False,False,False,0,obscure,norel
29809,businesswoman,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
29812,overmantel,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
29813,capstan,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
29819,peony,['noun'],11,0,11,12.0,False,False,False,1,monomorphemic,norel
29830,landing-net,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
29831,flatfoot,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
29834,sign-painter,['noun'],3,0,3,4.0,False,False,False,2,complex,norel
29838,supermarket,['noun'],176,0,176,177.0,False,False,False,1,complex,norel
29841,water-softener,['noun'],1,0,1,2.0,False,False,False,2,complex,norel
29846,canto,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
29859,freebooter,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
29863,guesstimate,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
29865,protegee,['noun'],8,0,8,9.0,False,False,False,1,monomorphemic,norel
29871,undershirt,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
29872,workshop,['noun'],243,0,243,244.0,False,False,False,2,complex,norel
29878,chalet,['noun'],16,0,16,17.0,False,False,False,1,monomorphemic,norel
29881,regency,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
29883,idiolect,['noun'],1,0,1,2.0,False,False,False,0,may_include_a_root,norel
29884,ideologist,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
29885,predicament,['noun'],124,0,124,125.0,False,False,False,0,obscure,norel
29886,diviner,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
29894,huckster,['noun'],4,0,4,5.0,False,False,False,0,obscure,norel
29904,jackdaw,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
29906,psychopath,['noun'],39,0,39,40.0,False,False,False,1,complex,norel
29909,kopje,['noun'],1,0,1,2.0,False,False,False,0,undetermined,norel
29913,kidney,['noun'],158,0,158,159.0,False,False,False,0,may_include_a_root,norel
29915,commode,['noun'],34,0,34,35.0,False,False,False,1,monomorphemic,norel
29922,foghorn,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
29937,Spartan,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
29941,racehorse,['noun'],30,0,30,31.0,False,False,False,2,complex,norel
29955,greybeard,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
29956,pupa,['noun'],15,0,15,16.0,False,False,False,1,monomorphemic,norel
29957,pill,['noun'],507,0,507,508.0,False,False,False,1,monomorphemic,norel
29964,grid,['noun'],96,0,96,97.0,False,False,False,1,monomorphemic,norel
29972,manhattan,['noun'],127,0,127,128.0,False,False,False,1,monomorphemic,norel
29980,sneaker,['noun'],34,0,34,35.0,False,False,False,1,complex,norel
29985,sentinel,['noun'],21,0,21,22.0,False,False,False,1,monomorphemic,norel
29990,ascent,['noun'],162,0,162,163.0,False,False,False,0,may_include_a_root,norel
29993,choir,['noun'],128,0,128,129.0,False,False,False,1,monomorphemic,norel
30010,lineout,['noun'],26,0,26,27.0,False,False,False,1,complex,norel
30011,labyrinth,['noun'],40,0,40,41.0,False,False,False,1,monomorphemic,norel
30019,mixer,['noun'],29,0,29,30.0,False,False,False,1,complex,norel
30020,adman,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
30021,helpmate,['noun'],1,0,1,2.0,False,False,False,2,complex,norel
30026,kirtle,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
30027,checkup,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
30028,honky,['noun'],4,0,4,5.0,False,False,False,0,may_include_a_root,norel
30032,splint,['noun'],19,0,19,20.0,False,False,False,1,monomorphemic,norel
30040,anise,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
30044,newsreader,['noun'],3,0,3,4.0,False,False,False,2,complex,norel
30064,ember,['noun'],23,0,23,24.0,False,False,False,0,may_include_a_root,norel
30067,money-spinner,['noun'],3,0,3,4.0,False,False,False,2,complex,norel
30068,blackbird,['noun'],49,0,49,50.0,False,False,False,1,complex,norel
30071,dolmen,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
30074,conundrum,['noun'],19,0,19,20.0,False,False,False,0,may_include_a_root,norel
30085,metier,['noun'],7,0,7,8.0,False,False,False,0,undetermined,norel
30093,twerp,['noun'],27,0,27,28.0,False,False,False,1,monomorphemic,norel
30094,workday,['noun'],3,0,3,4.0,False,False,False,2,complex,norel
30095,numskull,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
30109,trumpeter,['noun'],14,0,14,15.0,False,False,False,2,complex,norel
30110,elkhound,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30112,hypotenuse,['noun'],3,0,3,4.0,False,False,False,0,may_include_a_root,norel
30119,ovary,['noun'],34,0,34,35.0,False,False,False,0,may_include_a_root,norel
30122,sinker,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
30127,dollar,['noun'],1215,0,1215,1216.0,False,False,False,0,may_include_a_root,norel
30151,part-song,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30153,bucketful,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
30160,psyche,['noun'],83,0,83,84.0,False,False,False,1,monomorphemic,norel
30165,seedling,['noun'],48,0,48,49.0,False,False,False,1,complex,norel
30172,toasting-fork,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30177,grasshopper,['noun'],48,0,48,49.0,False,False,False,2,complex,norel
30189,part-timer,['noun'],23,0,23,24.0,False,False,False,1,complex,norel
30193,dabbler,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
30198,bible,['noun'],27,0,27,28.0,False,False,False,1,monomorphemic,norel
30202,delphinium,['noun'],11,0,11,12.0,False,False,False,0,obscure,norel
30207,Britisher,['noun'],17,0,17,18.0,False,False,False,1,complex,norel
30210,abortionist,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
30212,window,['noun'],3584,0,3584,3585.0,False,False,False,1,monomorphemic,norel
30215,legislator,['noun'],50,0,50,51.0,False,False,False,1,complex,norel
30219,hobgoblin,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
30229,wiper,['noun'],30,0,30,31.0,False,False,False,1,complex,norel
30234,guvnor,['noun'],1,0,1,2.0,False,False,False,0,obscure,norel
30238,oxeye,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
30248,corncob,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30254,sphere,['noun'],365,0,365,366.0,False,False,False,1,monomorphemic,norel
30258,jackrabbit,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
30260,traducer,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30261,fillip,['noun'],14,0,14,15.0,False,False,False,1,monomorphemic,norel
30267,fullback,['noun'],36,0,36,37.0,False,False,False,1,complex,norel
30269,think-tank,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
30270,ensemble,['noun'],34,0,34,35.0,False,False,False,0,undetermined,norel
30275,safety-belt,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
30276,hostelry,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
30279,trestle,['noun'],28,0,28,29.0,False,False,False,1,monomorphemic,norel
30281,chute,['noun'],30,0,30,31.0,False,False,False,1,monomorphemic,norel
30290,millwheel,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
30299,navvy,['noun'],11,0,11,12.0,False,False,False,0,may_include_a_root,norel
30302,crash-helmet,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
30311,fretsaw,['noun'],1,0,1,2.0,False,False,False,2,complex,norel
30321,inception,['noun'],23,0,23,24.0,False,False,False,0,obscure,norel
30325,limpet,['noun'],34,0,34,35.0,False,False,False,1,monomorphemic,norel
30327,drake,['noun'],38,0,38,39.0,False,False,False,1,monomorphemic,norel
30343,fist,['noun'],470,0,470,471.0,False,False,False,1,monomorphemic,norel
30345,schoolmate,['noun'],29,0,29,30.0,False,False,False,1,complex,norel
30347,hart,['noun'],80,0,80,81.0,False,False,False,1,monomorphemic,norel
30349,harp,['noun'],50,0,50,51.0,False,False,False,1,monomorphemic,norel
30354,seaport,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
30356,cyclone,['noun'],17,0,17,18.0,False,False,False,1,monomorphemic,norel
30358,borderland,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
30360,brewery,['noun'],50,0,50,51.0,False,False,False,1,complex,norel
30399,leash,['noun'],16,0,16,17.0,False,False,False,1,monomorphemic,norel
30404,nursery,['noun'],580,0,580,581.0,False,False,False,1,complex,norel
30405,conduit,['noun'],37,0,37,38.0,False,False,False,1,monomorphemic,norel
30409,dive-bomber,['noun'],1,0,1,2.0,False,False,False,3,complex,norel
30410,draper,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
30414,dentist,['noun'],165,0,165,166.0,False,False,False,0,obscure,norel
30425,namesake,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
30429,recording,['noun'],236,0,236,237.0,False,False,False,1,zero_derivation,norel
30438,nominee,['noun'],23,0,23,24.0,False,False,False,1,complex,norel
30444,idler,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
30458,zucchini,['noun'],2,0,2,3.0,False,False,False,0,undetermined,norel
30480,sector,['noun'],1159,0,1159,1160.0,False,False,False,1,monomorphemic,norel
30483,sparrow,['noun'],79,0,79,80.0,False,False,False,1,monomorphemic,norel
30493,defiler,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30500,fiend,['noun'],33,0,33,34.0,False,False,False,1,monomorphemic,norel
30503,seller,['noun'],90,0,90,91.0,False,False,False,1,complex,norel
30511,sill,['noun'],63,0,63,64.0,False,False,False,1,monomorphemic,norel
30513,silo,['noun'],38,0,38,39.0,False,False,False,1,monomorphemic,norel
30518,tracksuit,['noun'],26,0,26,27.0,False,False,False,1,complex,norel
30524,sprayer,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
30526,tontine,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
30540,dustup,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
30547,fang,['noun'],41,0,41,42.0,False,False,False,1,monomorphemic,norel
30548,burner,['noun'],40,0,40,41.0,False,False,False,1,complex,norel
30549,powerhouse,['noun'],8,0,8,9.0,False,False,False,2,complex,norel
30550,blackcurrant,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
30553,mouthful,['noun'],111,0,111,112.0,False,False,False,1,complex,norel
30556,bed-roll,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30557,egotist,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
30567,Dane,['noun'],95,0,95,96.0,False,False,False,1,monomorphemic,norel
30569,jam-pot,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30570,half-hour,['noun'],86,0,86,87.0,False,False,False,1,complex,norel
30573,sultan,['noun'],31,0,31,32.0,False,False,False,1,monomorphemic,norel
30583,bongo,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
30599,pocketbook,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
30600,minesweeper,['noun'],11,0,11,12.0,False,False,False,2,complex,norel
30604,fountainhead,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
30607,chattel,['noun'],13,0,13,14.0,False,False,False,1,monomorphemic,norel
30613,gat,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
30617,gap,['noun'],753,0,753,754.0,False,False,False,1,monomorphemic,norel
30618,repertoire,['noun'],97,0,97,98.0,False,False,False,0,undetermined,norel
30619,gal,['noun'],27,0,27,28.0,False,False,False,1,monomorphemic,norel
30620,vane,['noun'],33,0,33,34.0,False,False,False,1,monomorphemic,norel
30622,wedding,['noun'],633,0,633,634.0,False,False,False,1,zero_derivation,norel
30644,facade,['noun'],220,0,220,221.0,False,False,False,0,may_include_a_root,norel
30647,virago,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
30648,prognosticator,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30649,sociologist,['noun'],226,0,226,227.0,False,False,False,1,complex,norel
30657,honeybee,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
30658,seedsman,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
30659,overseer,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
30663,film-star,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
30676,functionary,['noun'],16,0,16,17.0,False,False,False,1,complex,norel
30677,mesmerist,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30681,steamboat,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
30684,adventuress,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
30695,dinner-party,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
30701,brainstorm,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
30713,gatehouse,['noun'],29,0,29,30.0,False,False,False,1,complex,norel
30714,matchstick,['noun'],21,0,21,22.0,False,False,False,1,complex,norel
30717,flue,['noun'],13,0,13,14.0,False,False,False,1,monomorphemic,norel
30721,sequin,['noun'],14,0,14,15.0,False,False,False,1,monomorphemic,norel
30730,doorkeeper,['noun'],4,0,4,5.0,False,False,False,2,complex,norel
30731,hedgerow,['noun'],108,0,108,109.0,False,False,False,1,complex,norel
30733,arquebus,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
30734,loudhailer,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
30748,cameraman,['noun'],81,0,81,82.0,False,False,False,1,complex,norel
30756,tadpole,['noun'],24,0,24,25.0,False,False,False,0,may_include_a_root,norel
30761,goody,['noun'],46,0,46,47.0,False,False,False,1,complex,norel
30765,prohibitionist,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
30771,lessor,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30772,comedienne,['noun'],6,0,6,7.0,False,False,False,0,undetermined,norel
30776,lesson,['noun'],1023,0,1023,1024.0,False,False,False,1,monomorphemic,norel
30789,opponent,['noun'],612,0,612,613.0,False,False,False,1,complex,norel
30798,sideshow,['noun'],17,0,17,18.0,False,False,False,1,complex,norel
30801,bowsprit,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30816,provost,['noun'],19,0,19,20.0,False,False,False,0,obscure,norel
30821,priory,['noun'],17,0,17,18.0,False,False,False,1,complex,norel
30827,kirk,['noun'],130,0,130,131.0,False,False,False,1,monomorphemic,norel
30835,conspectus,['noun'],2,0,2,3.0,False,False,False,0,may_include_a_root,norel
30842,policewoman,['noun'],47,0,47,48.0,False,False,False,1,complex,norel
30845,pastorale,['noun'],1,0,1,2.0,False,False,False,0,obscure,norel
30854,potboiler,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30855,matchlock,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
30857,commoner,['noun'],37,0,37,38.0,False,False,False,1,complex,norel
30864,saleswoman,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
30868,ramjet,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
30885,tench,['noun'],26,0,26,27.0,False,False,False,1,monomorphemic,norel
30887,sadhu,['noun'],6,0,6,7.0,False,False,False,0,undetermined,norel
30893,time-signal,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30896,veld,['noun'],20,0,20,21.0,False,False,False,1,monomorphemic,norel
30897,playmate,['noun'],41,0,41,42.0,False,False,False,2,complex,norel
30906,piper,['noun'],37,0,37,38.0,False,False,False,1,complex,norel
30909,payday,['noun'],16,0,16,17.0,False,False,False,1,complex,norel
30910,clipboard,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
30924,bell-push,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
30928,begonia,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
30930,preamble,['noun'],26,0,26,27.0,False,False,False,0,obscure,norel
30936,looter,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
30939,cert,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
30941,weekday,['noun'],74,0,74,75.0,False,False,False,1,complex,norel
30946,blizzard,['noun'],48,0,48,49.0,False,False,False,0,may_include_a_root,norel
30949,glassful,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
30952,cosmetician,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
30953,gateway,['noun'],88,0,88,89.0,False,False,False,1,complex,norel
30963,asteroid,['noun'],33,0,33,34.0,False,False,False,0,obscure,norel
30970,trait,['noun'],136,0,136,137.0,False,False,False,1,monomorphemic,norel
30985,axiom,['noun'],39,0,39,40.0,False,False,False,1,monomorphemic,norel
30989,bouncer,['noun'],17,0,17,18.0,False,False,False,1,complex,norel
30992,truism,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
31000,dietician,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
31005,lama,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
31013,lamp,['noun'],629,0,629,630.0,False,False,False,1,monomorphemic,norel
31016,furnace,['noun'],132,0,132,133.0,False,False,False,1,monomorphemic,norel
31017,snowberry,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31021,physio,['noun'],1,0,1,2.0,False,False,False,2,complex,norel
31024,terrier,['noun'],30,0,30,31.0,False,False,False,0,may_include_a_root,norel
31035,Highlander,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
31039,nonstarter,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
31059,Negro,['noun'],385,0,385,386.0,False,False,False,1,monomorphemic,norel
31076,courtroom,['noun'],124,0,124,125.0,False,False,False,1,complex,norel
31082,change-over,['noun'],17,0,17,18.0,False,False,False,1,zero_derivation,norel
31093,caesura,['noun'],2,0,2,3.0,False,False,False,0,may_include_a_root,norel
31094,junkie,['noun'],26,0,26,27.0,False,False,False,1,complex,norel
31096,licking,['noun'],9,0,9,10.0,False,False,False,1,zero_derivation,norel
31100,salesman,['noun'],197,0,197,198.0,False,False,False,1,complex,norel
31101,press-gallery,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31108,messenger,['noun'],161,0,161,162.0,False,False,False,0,obscure,norel
31111,nonsmoker,['noun'],28,0,28,29.0,False,False,False,1,complex,norel
31113,sphinx,['noun'],16,0,16,17.0,False,False,False,1,monomorphemic,norel
31116,duellist,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
31119,thunderstorm,['noun'],45,0,45,46.0,False,False,False,1,complex,norel
31124,interaction,['noun'],200,0,200,201.0,False,False,False,2,complex,norel
31126,rope-ladder,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31128,matchmaker,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
31133,gas-meter,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31138,demijohn,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
31144,upholder,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
31149,cabin,['noun'],531,0,531,532.0,False,False,False,1,monomorphemic,norel
31153,volute,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
31164,fitment,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
31169,ferule,['noun'],2,0,2,3.0,False,False,False,0,may_include_a_root,norel
31170,flasher,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
31171,coronation,['noun'],103,0,103,104.0,False,False,False,0,obscure,norel
31174,balalaika,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
31181,forefoot,['noun'],16,0,16,17.0,False,False,False,1,complex,norel
31194,riptide,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31200,sawmill,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
31204,hankering,['noun'],13,0,13,14.0,False,False,False,2,zero_derivation,norel
31208,sedan,['noun'],34,0,34,35.0,False,False,False,1,monomorphemic,norel
31211,sally,['noun'],10,0,10,11.0,False,False,False,0,may_include_a_root,norel
31220,mick,['noun'],70,0,70,71.0,False,False,False,1,monomorphemic,norel
31230,slanderer,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
31231,industrialist,['noun'],126,0,126,127.0,False,False,False,1,complex,norel
31239,outbuilding,['noun'],12,0,12,13.0,False,False,False,0,obscure,norel
31240,fumbler,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31242,grabber,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
31246,fire-engine,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31250,lobe,['noun'],69,0,69,70.0,False,False,False,1,monomorphemic,norel
31251,sirocco,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
31254,demigod,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
31255,gulch,['noun'],11,0,11,12.0,False,False,False,1,monomorphemic,norel
31272,integument,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31275,water-wagon,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31277,third-rater,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31278,master's,['noun'],102,0,102,103.0,False,False,False,1,complex,norel
31283,thumbnail,['noun'],25,0,25,26.0,False,False,False,1,complex,norel
31288,catalpa,['noun'],8,0,8,9.0,False,False,False,1,monomorphemic,norel
31291,toothbrush,['noun'],44,0,44,45.0,False,False,False,1,complex,norel
31303,decathlon,['noun'],2,0,2,3.0,False,False,False,0,obscure,norel
31305,ohm,['noun'],15,0,15,16.0,False,False,False,1,monomorphemic,norel
31320,highball,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31326,hyacinth,['noun'],38,0,38,39.0,False,False,False,1,monomorphemic,norel
31327,baa-lamb,['noun'],1,0,1,2.0,False,False,False,2,complex,norel
31329,Twelfth-night,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31333,masterwork,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
31337,bulb,['noun'],207,0,207,208.0,False,False,False,1,monomorphemic,norel
31338,waterhole,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
31346,billhook,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
31348,press-up,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31358,Bath-chair,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31371,stamen,['noun'],13,0,13,14.0,False,False,False,1,monomorphemic,norel
31381,grandstand,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
31391,pickpocket,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
31396,abutment,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31401,sister-in-law,['noun'],21,0,21,22.0,False,False,False,0,irrelevant,norel
31412,newssheet,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31414,pushchair,['noun'],9,0,9,10.0,False,False,False,2,complex,norel
31456,turn-round,['noun'],6,0,6,7.0,False,False,False,1,zero_derivation,norel
31461,predilection,['noun'],31,0,31,32.0,False,False,False,0,obscure,norel
31463,oiler,['noun'],8,0,8,9.0,False,False,False,2,complex,norel
31468,mastiff,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
31472,brooder,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31474,coachman,['noun'],29,0,29,30.0,False,False,False,1,complex,norel
31480,supercargo,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
31485,gleaner,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
31489,spadeful,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
31496,luminary,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
31502,repeater,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
31503,harridan,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
31504,rajah,['noun'],59,0,59,60.0,False,False,False,0,undetermined,norel
31509,tiller,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
31511,mollusc,['noun'],30,0,30,31.0,False,False,False,1,monomorphemic,norel
31520,diminuendo,['noun'],8,0,8,9.0,False,False,False,0,undetermined,norel
31523,epee,['noun'],1,0,1,2.0,False,False,False,0,undetermined,norel
31528,oaf,['noun'],15,0,15,16.0,False,False,False,1,monomorphemic,norel
31535,oat,['noun'],45,0,45,46.0,False,False,False,1,monomorphemic,norel
31536,oar,['noun'],27,0,27,28.0,False,False,False,1,monomorphemic,norel
31538,satirist,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31542,electrocardiograph,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31545,baby-minder,['noun'],2,0,2,3.0,False,False,False,2,complex,norel
31551,nuncio,['noun'],3,0,3,4.0,False,False,False,0,undetermined,norel
31557,bloodsucker,['noun'],1,0,1,2.0,False,False,False,2,complex,norel
31562,ladybird,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
31575,cabriolet,['noun'],3,0,3,4.0,False,False,False,0,may_include_a_root,norel
31580,agitator,['noun'],24,0,24,25.0,False,False,False,1,complex,norel
31586,mainspring,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
31589,phial,['noun'],17,0,17,18.0,False,False,False,1,monomorphemic,norel
31590,jack,['noun'],104,0,104,105.0,False,False,False,1,monomorphemic,norel
31594,sacristan,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31595,motorcyclist,['noun'],25,0,25,26.0,False,False,False,1,complex,norel
31605,inkwell,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
31615,pharmacopoeia,['noun'],3,0,3,4.0,False,False,False,0,may_include_a_root,norel
31621,millenarian,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
31622,dauphin,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
31623,gyroscope,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
31627,tea-caddy,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
31628,satchel,['noun'],21,0,21,22.0,False,False,False,1,monomorphemic,norel
31635,forum,['noun'],100,0,100,101.0,False,False,False,0,may_include_a_root,norel
31636,venturer,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
